ENTREZID,ENSEMBL,SYMBOL,GENENAME,logFC,AveExpr,t,P.Value,adj.P.Val,B
178,ENSG00000162688,AGL,"amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase",-0.990011206,5.029385441,-7.086118923,0.000973386,0.007983619,-1.089913332
7755,ENSG00000122386,ZNF205,zinc finger protein 205,0.910859874,3.916514206,7.08372879,0.000974862,0.007992166,-0.936507909
1072,ENSG00000172757,CFL1,cofilin 1,0.946998722,9.540876486,7.083521097,0.000974991,0.007992166,-1.266490714
25913,ENSG00000128513,POT1,protection of telomeres 1,-0.805549712,5.313064241,-7.079920531,0.00097722,0.008008131,-1.126371471
84876,ENSG00000276045,ORAI1,ORAI calcium release-activated calcium modulator 1,0.894564208,4.939753846,7.078325471,0.00097821,0.008013929,-1.088084485
254102,ENSG00000173442,EHBP1L1,EH domain binding protein 1 like 1,0.869658975,7.376817909,7.076563671,0.000979305,0.008018985,-1.245891607
642846,NA,LOC642846,DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 11-like,-1.602974964,3.027892386,-7.076422931,0.000979392,0.008018985,-0.735443129
10576,ENSG00000166226,CCT2,chaperonin containing TCP1 subunit 2,-0.361202516,7.012686866,-7.073330134,0.000981317,0.008028261,-1.239968558
9025,ENSG00000112130,RNF8,ring finger protein 8,-0.491277185,3.817448729,-7.073253214,0.000981365,0.008028261,-0.935508679
9501,ENSG00000181031,RPH3AL,rabphilin 3A like (without C2 domains),-1.445078335,2.960081423,-7.073240343,0.000981373,0.008028261,-0.731555686
51018,ENSG00000067533,RRP15,ribosomal RNA processing 15 homolog,-0.834229447,3.956095861,-7.072456217,0.000981862,0.008029888,-0.953123047
155368,ENSG00000165171,METTL27,methyltransferase like 27,1.138314698,2.973861515,7.072014293,0.000982138,0.008029888,-0.750269035
1954,ENSG00000105429,MEGF8,multiple EGF like domains 8,0.99245913,7.130310674,7.070430677,0.000983126,0.008034274,-1.242701018
4641,ENSG00000197879,MYO1C,myosin IC,0.659992598,8.440998055,7.070001118,0.000983395,0.008034274,-1.268351749
5902,ENSG00000099901,RANBP1,RAN binding protein 1,1.122519579,6.596447865,7.069795514,0.000983523,0.008034274,-1.220335505
9024,ENSG00000174672,BRSK2,BR serine/threonine kinase 2,0.933065652,3.805778819,7.067219234,0.000985134,0.008045122,-0.928504721
64426,ENSG00000111707,SUDS3,"SDS3 homolog, SIN3A corepressor complex component",-0.982244436,6.386861409,-7.065985757,0.000985907,0.008049117,-1.21363687
6324,ENSG00000105711,SCN1B,sodium voltage-gated channel beta subunit 1,2.022556662,2.571890661,7.065269331,0.000986356,0.008050468,-0.619627354
26155,ENSG00000188976,NOC2L,NOC2 like nucleolar associated transcriptional repressor,0.620996366,6.014001783,7.063652766,0.00098737,0.00805643,-1.195993733
27349,ENSG00000100294,MCAT,malonyl-CoA-acyl carrier protein transacylase,0.437548483,4.019633219,7.060680556,0.000989238,0.008067155,-0.980891307
100506321,ENSG00000259118,LOC100506321,uncharacterized LOC100506321,-2.233278323,-4.104062522,-7.060205791,0.000989537,0.008067155,-0.011214162
284040,ENSG00000239704,CDRT4,CMT1A duplicated region transcript 4,-2.233278323,-4.104062522,-7.060205791,0.000989537,0.008067155,-0.011214162
90204,ENSG00000168612,ZSWIM1,zinc finger SWIM-type containing 1,-0.564145098,3.982608119,-7.058683185,0.000990496,0.008072655,-0.973723863
9787,ENSG00000126787,DLGAP5,DLG associated protein 5,-1.070132503,5.337649989,-7.056457666,0.000991899,0.008081774,-1.142344572
51458,ENSG00000140519,RHCG,Rh family C glycoprotein,1.097186724,3.516281735,7.055607798,0.000992436,0.008083826,-0.877288901
4502,ENSG00000125148,MT2A,metallothionein 2A,1.400074369,9.114345904,7.053820561,0.000993566,0.008090706,-1.285559599
54093,ENSG00000185917,SETD4,SET domain containing 4,-0.847706312,4.092153848,-7.052434089,0.000994443,0.008093434,-0.990416681
115817,ENSG00000157379,DHRS1,dehydrogenase/reductase 1,0.840117976,5.466989441,7.052390297,0.000994471,0.008093434,-1.160810555
22869,ENSG00000081386,ZNF510,zinc finger protein 510,-1.134744294,3.653759905,-7.049997407,0.000995987,0.008103453,-0.905683734
23595,ENSG00000135336,ORC3,origin recognition complex subunit 3,-0.993277879,4.507991515,-7.049291772,0.000996435,0.008104773,-1.052370967
283899,ENSG00000169592,INO80E,INO80 complex subunit E,0.763141746,5.314311752,7.047392533,0.000997641,0.00811226,-1.151775783
11041,ENSG00000174684,B4GAT1,"beta-1,4-glucuronyltransferase 1",1.060994671,4.852175025,7.045235493,0.000999013,0.00812109,-1.099299323
54822,ENSG00000092439,TRPM7,transient receptor potential cation channel subfamily M member 7,-1.292747609,5.371108126,-7.044446882,0.000999515,0.008122847,-1.150318499
23363,ENSG00000124006,OBSL1,obscurin like cytoskeletal adaptor 1,0.496283655,7.66192388,7.042559626,0.001000718,0.008129558,-1.278840627
11142,ENSG00000168734,PKIG,cAMP-dependent protein kinase inhibitor gamma,0.928908055,4.780859964,7.042253313,0.001000913,0.008129558,-1.095727958
341019,ENSG00000170959,DCDC1,doublecortin domain containing 1,-2.922802335,-0.521586277,-7.041308061,0.001001517,0.008132132,-0.101001648
93474,ENSG00000277462,ZNF670,zinc finger protein 670,-1.266029308,1.964526507,-7.040461248,0.001002057,0.008134197,-0.540619123
9567,ENSG00000100226,GTPBP1,GTP binding protein 1,0.549883305,7.621130924,7.039893282,0.00100242,0.008134818,-1.279994886
2295,ENSG00000137273,FOXF2,forkhead box F2,0.670150477,3.614005579,7.039341314,0.001002773,0.008135357,-0.92083644
6001,ENSG00000148908,RGS10,regulator of G protein signaling 10,0.92742459,5.009858363,7.038852722,0.001003086,0.008135567,-1.124907996
191,ENSG00000101444,AHCY,adenosylhomocysteinase,0.601751419,8.349899025,7.038082706,0.001003578,0.008137239,-1.291461552
84875,ENSG00000178685,PARP10,poly(ADP-ribose) polymerase family member 10,0.821970099,5.349436017,7.033927469,0.001006242,0.008151403,-1.164388643
11052,ENSG00000111605,CPSF6,cleavage and polyadenylation specific factor 6,-0.659095897,6.370817851,-7.033887019,0.001006268,0.008151403,-1.239547442
9469,ENSG00000122863,CHST3,carbohydrate sulfotransferase 3,1.161896908,5.658506821,7.033704762,0.001006385,0.008151403,-1.187167892
101060146,ENSG00000278530,CHMP1B2P,"charged multivesicular body protein 1B2, pseudogene",-2.038927644,1.722179439,-7.033566981,0.001006474,0.008151403,-0.452921998
90550,ENSG00000156026,MCU,mitochondrial calcium uniporter,-0.560852881,5.836896777,-7.032584992,0.001007105,0.008151908,-1.20729744
83719,ENSG00000090238,YPEL3,yippee like 3,1.0226359,5.014648069,7.032576191,0.00100711,0.008151908,-1.128337675
4669,ENSG00000108784,NAGLU,N-acetyl-alpha-glucosaminidase,0.898185839,4.508588044,7.031798333,0.00100761,0.008152076,-1.068432842
153657,ENSG00000205838,TTC23L,tetratricopeptide repeat domain 23 like,-1.46348122,0.98545251,-7.031582551,0.001007749,0.008152076,-0.332921864
1384,ENSG00000095321,CRAT,carnitine O-acetyltransferase,0.52362268,6.587508002,7.031204517,0.001007992,0.008152076,-1.253783826
9927,ENSG00000116688,MFN2,mitofusin 2,0.527826501,7.142166505,7.029949829,0.0010088,0.008156285,-1.276141517
80174,ENSG00000161692,DBF4B,DBF4 zinc finger B,-0.837359138,3.211155107,-7.025745654,0.001011512,0.008175882,-0.845606492
257144,ENSG00000174500,GCSAM,germinal center associated signaling and motility,-2.579729469,3.513308449,-7.023354064,0.001013058,0.008183996,-0.812569471
23643,ENSG00000154589,LY96,lymphocyte antigen 96,-1.031976381,0.690340829,-7.023267211,0.001013114,0.008183996,-0.295878892
11152,ENSG00000196998,WDR45,WD repeat domain 45,1.035063193,5.67652209,7.02229517,0.001013744,0.008183996,-1.198861731
115353,ENSG00000116212,LRRC42,leucine rich repeat containing 42,0.854718752,6.767400124,7.021977283,0.00101395,0.008183996,-1.266658113
29945,ENSG00000053900,ANAPC4,anaphase promoting complex subunit 4,-0.823843375,3.760284733,-7.021874977,0.001014016,0.008183996,-0.956648339
1839,ENSG00000113070,HBEGF,heparin binding EGF like growth factor,0.516412691,7.149343158,7.021521999,0.001014245,0.008183996,-1.282760537
352954,ENSG00000291122,CASTOR3P,"CASTOR family member 3, pseudogene",-0.941379209,5.434510944,-7.017393501,0.001016925,0.008203285,-1.182668976
81853,ENSG00000137210,TMEM14B,transmembrane protein 14B,0.579032786,6.381278622,7.016468035,0.001017527,0.008203285,-1.25395313
253769,ENSG00000184465,WDR27,WD repeat domain 27,-1.798130279,4.806953025,-7.016327821,0.001017618,0.008203285,-1.091540717
100506516,ENSG00000281404,LINC01176,long intergenic non-protein coding RNA 1176,-2.631144907,-0.318060804,-7.015908668,0.001017891,0.008203285,-0.135817151
7561,ENSG00000105708,ZNF14,zinc finger protein 14,-1.416112185,0.515339181,-7.015618113,0.00101808,0.008203285,-0.261925421
2771,ENSG00000114353,GNAI2,G protein subunit alpha i2,0.452161334,8.114965741,7.013085966,0.00101973,0.008212694,-1.307779931
57007,ENSG00000144476,ACKR3,atypical chemokine receptor 3,0.969993257,2.014306515,7.012938818,0.001019826,0.008212694,-0.584215034
79905,ENSG00000170537,TMC7,transmembrane channel like 7,-0.868871546,2.779271225,-7.010475427,0.001021435,0.008223316,-0.762165233
9534,ENSG00000213096,ZNF254,zinc finger protein 254,-1.935714138,0.437803293,-7.009139008,0.001022308,0.008227289,-0.23971018
23378,ENSG00000132275,RRP8,ribosomal RNA processing 8,0.70011246,3.517463366,7.008834717,0.001022508,0.008227289,-0.92428798
11315,ENSG00000116288,PARK7,Parkinsonism associated deglycase,0.988332436,6.741043763,7.005583675,0.001024638,0.008241834,-1.276732648
1060,ENSG00000145241,CENPC,centromere protein C,-0.734624305,3.192508606,-7.005190414,0.001024896,0.008241834,-0.859910936
55082,ENSG00000134884,ARGLU1,arginine and glutamate rich 1,-1.33680026,6.098508675,-7.004627041,0.001025266,0.008242473,-1.238878774
7716,ENSG00000136451,VEZF1,vascular endothelial zinc finger 1,-0.770860426,6.490835117,-7.001260602,0.001027478,0.008257926,-1.269725579
51160,ENSG00000160948,VPS28,VPS28 subunit of ESCRT-I,0.795528347,6.309080244,7.000524403,0.001027963,0.008259484,-1.260516858
5286,ENSG00000011405,PIK3C2A,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha,-0.992698702,7.012028307,-6.999333027,0.001028748,0.008263452,-1.29205684
51282,ENSG00000171222,SCAND1,SCAN domain containing 1,1.604418398,5.046759428,6.997516567,0.001029946,0.008268032,-1.143791393
93643,ENSG00000137221,TJAP1,tight junction associated protein 1,0.238117574,5.708656113,6.7368433,0.00103,0.008268032,-1.293284674
6041,ENSG00000135828,RNASEL,ribonuclease L,-0.24568135,3.134385062,-6.72697277,0.001030192,0.008268032,-0.930916665
101928295,ENSG00000268686,LOC101928295,uncharacterized LOC101928295,1.142679485,2.542079055,6.995696891,0.001031148,0.00827337,-0.711458388
4943,ENSG00000068354,TBC1D25,TBC1 domain family member 25,0.592598154,3.97748199,6.992470669,0.001033283,0.008288159,-1.022596773
23301,ENSG00000115504,EHBP1,EH domain binding protein 1,-0.603948588,5.55313025,-6.991063536,0.001034216,0.008291973,-1.216523697
153090,ENSG00000136848,DAB2IP,DAB2 interacting protein,0.568736242,6.87650549,6.990451242,0.001034623,0.008291973,-1.296849284
677803,ENSG00000207168,SNORA15,"small nucleolar RNA, H/ACA box 15",-2.93332785,-1.103170706,-6.990432581,0.001034635,0.008291973,-0.098530466
6905,ENSG00000284770,TBCE,tubulin folding cofactor E,-0.481598702,4.148956232,-6.987977797,0.001036266,0.008301544,-1.055486809
373509,ENSG00000170236,USP50,ubiquitin specific peptidase 50,-3.550242368,-2.137255499,-6.987754773,0.001036414,0.008301544,-0.058658904
2764,ENSG00000197045,GMFB,glia maturation factor beta,-0.608999514,6.466388821,-6.983899429,0.001038982,0.008319763,-1.282802585
8490,ENSG00000143248,RGS5,regulator of G protein signaling 5,-0.988388553,2.646685034,-6.983331943,0.00103936,0.008320448,-0.748745586
163126,ENSG00000176396,EID2,EP300 interacting inhibitor of differentiation 2,0.749099061,4.095539017,6.981835378,0.001040359,0.00832445,-1.046961219
3073,ENSG00000213614,HEXA,hexosaminidase subunit alpha,0.815084127,6.413827543,6.981535569,0.00104056,0.00832445,-1.280535276
26007,ENSG00000149476,TKFC,triokinase and FMN cyclase,0.615078864,6.132349111,6.981033463,0.001040895,0.00832445,-1.265974749
27434,ENSG00000122678,POLM,DNA polymerase mu,0.439177753,5.011325231,6.980484137,0.001041262,0.00832445,-1.175419203
11157,ENSG00000164167,LSM6,"LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated",1.150786615,2.928784013,6.980389275,0.001041326,0.00832445,-0.808985683
4668,ENSG00000198951,NAGA,alpha-N-acetylgalactosaminidase,0.514123619,4.694310048,6.978673938,0.001042474,0.008331281,-1.139515983
90673,ENSG00000235194,PPP1R3E,protein phosphatase 1 regulatory subunit 3E,-1.595567919,1.830334862,-6.97607998,0.001044212,0.008342176,-0.542311505
1059,ENSG00000125817,CENPB,centromere protein B,0.874817494,7.084987671,6.975579886,0.001044548,0.008342176,-1.313650318
7328,ENSG00000186591,UBE2H,ubiquitin conjugating enzyme E2 H,0.388553703,8.822447492,6.975129864,0.00104485,0.008342176,-1.343675844
57403,ENSG00000124209,RAB22A,"RAB22A, member RAS oncogene family",-0.271689064,6.339740298,-6.845353377,0.001045012,0.008342176,-1.3175811
345778,ENSG00000177034,MTX3,metaxin 3,-0.988123373,5.722817692,-6.9737217,0.001045796,0.008346088,-1.239562149
83699,ENSG00000198478,SH3BGRL2,SH3 domain binding glutamate rich protein like 2,-0.540455825,5.608657876,-6.971600979,0.001047223,0.008353471,-1.236264564
25998,ENSG00000005700,IBTK,inhibitor of Bruton tyrosine kinase,-0.745353323,6.369357824,-6.971472041,0.00104731,0.008353471,-1.286071196
283659,ENSG00000166450,PRTG,protogenin,-1.283346145,3.825123671,-6.970100736,0.001048233,0.008356829,-0.991608678
131544,ENSG00000080200,CRYBG3,crystallin beta-gamma domain containing 3,-2.11595973,4.255263578,-6.96997344,0.001048319,0.008356829,-1.026557506
101410537,NA,MAGEA8-AS1,MAGEA8 antisense RNA 1,-3.150446996,-3.642803536,-6.964085809,0.001052297,0.008386184,-0.064573944
1173,ENSG00000161203,AP2M1,adaptor related protein complex 2 subunit mu 1,0.496975782,8.770476612,6.963475766,0.00105271,0.008387123,-1.352036824
8763,ENSG00000135535,CD164,CD164 molecule,-0.714335445,7.826561521,-6.962714217,0.001053226,0.008388881,-1.34150131
7039,ENSG00000163235,TGFA,transforming growth factor alpha,0.610280231,6.469717909,6.961870733,0.001053798,0.008391083,-1.299863425
604,ENSG00000113916,BCL6,BCL6 transcription repressor,-0.896734726,6.342710095,-6.960514237,0.001054719,0.008396058,-1.291705105
6340,ENSG00000166828,SCNN1G,sodium channel epithelial 1 subunit gamma,-2.719191943,-0.242455626,-6.959606993,0.001055335,0.008396596,-0.18014695
23224,ENSG00000054654,SYNE2,spectrin repeat containing nuclear envelope protein 2,-1.281506896,6.307700048,-6.959305581,0.00105554,0.008396596,-1.286617494
11218,ENSG00000064703,DDX20,DEAD-box helicase 20,-0.299530305,4.269928516,-6.753411129,0.001055673,0.008396596,-1.150980162
8787,ENSG00000108370,RGS9,regulator of G protein signaling 9,2.374623309,-0.458863659,6.95783601,0.001056539,0.008401128,-0.166602152
83862,ENSG00000189077,TMEM120A,transmembrane protein 120A,1.079748204,5.30585631,6.956080992,0.001057734,0.008408275,-1.215200044
10254,ENSG00000115145,STAM2,signal transducing adaptor molecule 2,-0.760199067,4.852347772,-6.955331767,0.001058245,0.008409979,-1.172484392
3551,ENSG00000104365,IKBKB,inhibitor of nuclear factor kappa B kinase subunit beta,-0.473855868,5.486131079,-6.954488239,0.00105882,0.008410821,-1.23968305
56929,ENSG00000145780,FEM1C,fem-1 homolog C,-0.545532224,5.275512214,-6.954061419,0.001059111,0.008410821,-1.220719388
692089,ENSG00000212493,SNORD19,"small nucleolar RNA, C/D box 19",-4.317828237,-2.28831369,-6.953873617,0.001059239,0.008410821,-0.076630462
9677,ENSG00000168781,PPIP5K1,diphosphoinositol pentakisphosphate kinase 1,-0.618979045,3.965684582,-6.953287664,0.001059639,0.008411645,-1.049269396
2974,ENSG00000123201,GUCY1B2,guanylate cyclase 1 soluble subunit beta 2 (pseudogene),-1.566432057,1.5006232,-6.9527413,0.001060012,0.008412255,-0.489964947
55957,ENSG00000267796,LIN37,lin-37 DREAM MuvB core complex component,0.847780622,3.631892029,6.949518971,0.001062216,0.008426519,-0.987278023
65010,ENSG00000225697,SLC26A6,solute carrier family 26 member 6,-0.222192523,4.70158105,-6.682475905,0.001062403,0.008426519,-1.234256965
4194,ENSG00000198625,MDM4,MDM4 regulator of p53,-1.622431414,5.757326135,-6.947823821,0.001063377,0.008431892,-1.251832717
8315,ENSG00000089234,BRAP,BRCA1 associated protein,-0.854810374,4.717102079,-6.946084181,0.001064571,0.008434543,-1.161389457
51714,ENSG00000198843,SELENOT,selenoprotein T,-0.4536647,6.456830129,-6.945509546,0.001064966,0.008434543,-1.312346501
80131,ENSG00000171017,LRRC8E,leucine rich repeat containing 8 VRAC subunit E,0.312496346,4.858562199,6.829652612,0.001065187,0.008434543,-1.215859917
642517,ENSG00000204172,AGAP9,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 9",-1.874076855,3.451149335,-6.944739161,0.001065495,0.008434543,-0.907788999
353,ENSG00000198931,APRT,adenine phosphoribosyltransferase,1.409800358,6.508262622,6.944559038,0.001065619,0.008434543,-1.307304765
201595,ENSG00000163527,STT3B,STT3 oligosaccharyltransferase complex catalytic subunit B,-0.606183907,7.614580024,-6.944507885,0.001065654,0.008434543,-1.351930138
92749,ENSG00000157856,DRC1,dynein regulatory complex subunit 1,-1.648512367,-2.074732495,-6.925267902,0.001065791,0.008434543,-0.091074062
997,ENSG00000099804,CDC34,"cell division cycle 34, ubiqiutin conjugating enzyme",1.196552293,6.646126085,6.943827706,0.001066122,0.008434807,-1.317133435
93974,ENSG00000130770,ATP5IF1,ATP synthase inhibitory factor subunit 1,1.188335262,5.647828577,6.943105623,0.001066618,0.008436386,-1.254385607
26003,ENSG00000115806,GORASP2,golgi reassembly stacking protein 2,0.442379331,7.21887252,6.941343075,0.001067832,0.008441449,-1.345835131
578,ENSG00000030110,BAK1,BCL2 antagonist/killer 1,0.868936762,5.100153345,6.941033027,0.001068046,0.008441449,-1.209476389
57099,ENSG00000169857,AVEN,apoptosis and caspase activation inhibitor,0.891934812,3.084565237,6.940881214,0.00106815,0.008441449,-0.881475712
57380,ENSG00000124532,MRS2,magnesium transporter MRS2,-0.454260053,5.23464364,-6.940003856,0.001068755,0.008442497,-1.228375902
3053,ENSG00000099937,SERPIND1,serpin family D member 1,-2.484065345,1.401423918,-6.939672566,0.001068984,0.008442497,-0.432135127
91351,ENSG00000181381,DDX60L,DExD/H-box 60 like,-0.718339574,4.738046276,-6.939395501,0.001069175,0.008442497,-1.171588603
4836,ENSG00000136448,NMT1,N-myristoyltransferase 1,0.350079381,7.092938882,6.937607823,0.001070409,0.008449895,-1.345274141
100996301,ENSG00000230798,FOXD3-AS1,FOXD3 antisense RNA 1,1.664071873,1.838123992,6.93683023,0.001070947,0.008451788,-0.571012165
51150,ENSG00000078808,SDF4,stromal cell derived factor 4,0.954404628,6.959817892,6.935888265,0.001071598,0.008454581,-1.338842973
11007,ENSG00000175602,CCDC85B,coiled-coil domain containing 85B,1.89459245,6.419589076,6.934791969,0.001072357,0.008458218,-1.302765748
11033,ENSG00000105963,ADAP1,ArfGAP with dual PH domains 1,1.070111544,5.393300712,6.933226535,0.001073442,0.008464422,-1.241020196
5090,ENSG00000167081,PBX3,PBX homeobox 3,0.78994244,2.115803037,6.931450948,0.001074674,0.008467296,-0.673547194
79007,ENSG00000003249,DBNDD1,dysbindin domain containing 1,0.711248981,5.420852428,6.931089114,0.001074925,0.008467296,-1.249985412
1739,ENSG00000075711,DLG1,discs large MAGUK scaffold protein 1,-0.403409735,6.294256189,-6.930995818,0.00107499,0.008467296,-1.314619951
255394,ENSG00000166046,TCP11L2,t-complex 11 like 2,-1.544253823,4.062841623,-6.930617811,0.001075253,0.008467296,-1.052498784
345757,ENSG00000174132,FAM174A,family with sequence similarity 174 member A,1.057206754,3.976511179,6.930553263,0.001075297,0.008467296,-1.058003703
613038,ENSG00000290692,LOC613038,SAGA complex associated factor 29 pseudogene,2.133561574,0.917984833,6.92871516,0.001076575,0.00847387,-0.369833868
100505876,ENSG00000218739,CEBPZOS,CEBPZ opposite strand,-0.693839077,5.639086861,-6.928494202,0.001076729,0.00847387,-1.270267414
4209,ENSG00000116604,MEF2D,myocyte enhancer factor 2D,0.536574674,6.601496975,6.927101531,0.001077699,0.008479151,-1.333350668
80235,ENSG00000119227,PIGZ,phosphatidylinositol glycan anchor biosynthesis class Z,0.772868766,2.792257422,6.925652822,0.001078708,0.008484744,-0.832536956
64236,ENSG00000120913,PDLIM2,PDZ and LIM domain 2,1.143578473,4.461706428,6.924556353,0.001079473,0.00848841,-1.136428595
391,ENSG00000177105,RHOG,ras homolog family member G,0.57504924,5.334186537,6.923660808,0.001080099,0.008490975,-1.249231757
64755,ENSG00000140688,RUSF1,RUS family member 1,0.817992397,5.935440044,6.922835063,0.001080676,0.008493159,-1.295977121
55347,ENSG00000144827,ABHD10,"abhydrolase domain containing 10, depalmitoylase",-0.92483819,6.761328449,-6.920951049,0.001081993,0.008501162,-1.342296167
222194,ENSG00000187257,RSBN1L,round spermatid basic protein 1 like,-0.66537533,3.857098192,-6.920216924,0.001082507,0.008502848,-1.054618056
100996307,ENSG00000213904,LIPE-AS1,LIPE antisense RNA 1,1.319560155,0.717123959,6.917992286,0.001084067,0.008512741,-0.370190082
10049,ENSG00000105993,DNAJB6,DnaJ heat shock protein family (Hsp40) member B6,0.372371459,6.924200194,6.916838554,0.001084876,0.008516744,-1.35544196
996,ENSG00000004897,CDC27,cell division cycle 27,-0.570800205,6.54921443,-6.914970518,0.001086189,0.008521458,-1.339734791
7029,ENSG00000114126,TFDP2,transcription factor Dp-2,-0.556457421,6.151081297,-6.914330421,0.001086639,0.008521458,-1.318075139
274,ENSG00000136717,BIN1,bridging integrator 1,1.034076059,6.024339244,6.914026381,0.001086853,0.008521458,-1.306827985
8028,ENSG00000078403,MLLT10,MLLT10 histone lysine methyltransferase DOT1L cofactor,-0.958226956,5.353095595,-6.913874641,0.00108696,0.008521458,-1.253408656
51278,ENSG00000162783,IER5,immediate early response 5,1.172202673,6.330942231,6.913849597,0.001086977,0.008521458,-1.324153221
25842,ENSG00000111875,ASF1A,anti-silencing function 1A histone chaperone,-0.471414201,4.754413668,-6.912389269,0.001088006,0.008527165,-1.197412927
8605,ENSG00000105499,PLA2G4C,phospholipase A2 group IVC,2.702373111,1.393703168,6.911584563,0.001088573,0.008529256,-0.443186926
11309,ENSG00000137491,SLCO2B1,solute carrier organic anion transporter family member 2B1,1.510916269,4.368495856,6.910857248,0.001089086,0.00853092,-1.120410601
92565,ENSG00000203780,FANK1,fibronectin type III and ankyrin repeat domains 1,-0.682926048,4.037200033,-6.910375959,0.001089425,0.008531227,-1.092537299
55315,ENSG00000198246,SLC29A3,solute carrier family 29 member 3,-0.857372839,4.168583428,-6.909249053,0.001090221,0.008534168,-1.110555989
81926,ENSG00000129968,ABHD17A,"abhydrolase domain containing 17A, depalmitoylase",0.742156065,5.746786761,6.908992564,0.001090402,0.008534168,-1.29333838
201305,ENSG00000182557,SPNS3,"SPNS lysolipid transporter 3, sphingosine-1-phosphate (putative)",-1.070265639,0.981526862,-6.90833385,0.001090867,0.008535458,-0.433565074
80217,ENSG00000197748,CFAP43,cilia and flagella associated protein 43,-1.239843392,2.502320818,-6.907690866,0.001091322,0.008536662,-0.762246465
57617,ENSG00000104142,VPS18,VPS18 core subunit of CORVET and HOPS complexes,0.730387619,4.294495948,6.906724712,0.001092005,0.008539655,-1.13557918
55633,ENSG00000065491,TBC1D22B,TBC1 domain family member 22B,0.439375665,4.74522217,6.904800559,0.001093368,0.008542062,-1.202742171
3843,ENSG00000065150,IPO5,importin 5,-0.509987726,7.834509445,-6.904719948,0.001093425,0.008542062,-1.386323035
78987,ENSG00000163703,CRELD1,cysteine rich with EGF like domains 1,0.849546606,5.303870827,6.904717771,0.001093426,0.008542062,-1.257755809
84964,ENSG00000239382,ALKBH6,alkB homolog 6,0.958920038,5.202832854,6.904173843,0.001093812,0.008542062,-1.246657222
7984,ENSG00000050327,ARHGEF5,Rho guanine nucleotide exchange factor 5,0.579499142,4.715026005,6.904166644,0.001093817,0.008542062,-1.197952452
79144,ENSG00000125534,PPDPF,pancreatic progenitor cell differentiation and proliferation factor,1.299392234,7.480888244,6.903595776,0.001094222,0.008542874,-1.376924973
644285,NA,LOC644285,uncharacterized LOC644285,-4.428562626,-1.1636885,-6.901603925,0.001095636,0.008551562,-0.146692876
9882,ENSG00000136111,TBC1D4,TBC1 domain family member 4,-0.797472551,4.527268854,-6.900628875,0.001096329,0.008554619,-1.172041465
2786,ENSG00000168243,GNG4,G protein subunit gamma 4,0.491213424,5.318260926,6.894815524,0.001100471,0.008582327,-1.270571827
10267,ENSG00000132329,RAMP1,receptor activity modifying protein 1,2.033279991,3.432885083,6.894797069,0.001100484,0.008582327,-0.933447774
55930,ENSG00000128833,MYO5C,myosin VC,-1.320360655,4.856281733,-6.893692569,0.001101273,0.008586123,-1.207444551
26017,ENSG00000105058,FAM32A,family with sequence similarity 32 member A,0.497934582,6.034036208,6.89288087,0.001101854,0.00858829,-1.327391379
134145,ENSG00000150756,ATPSCKMT,ATP synthase c subunit lysine N-methyltransferase,-1.031582565,3.340579568,-6.889541189,0.001104245,0.008603881,-0.968777034
80308,ENSG00000160688,FLAD1,flavin adenine dinucleotide synthetase 1,0.438243308,5.914161343,6.889241745,0.00110446,0.008603881,-1.322328926
126208,ENSG00000142409,ZNF787,zinc finger protein 787,0.793003771,6.838142051,6.888720076,0.001104834,0.008604431,-1.371479924
54466,ENSG00000147059,SPIN2A,spindlin family member 2A,-3.593989002,-3.424712025,-6.888298618,0.001105137,0.008604431,-0.110714977
64863,ENSG00000101574,METTL4,"methyltransferase 4, N6-adenosine",-0.906431256,3.641030751,-6.886260983,0.001106601,0.008611887,-1.034601177
160760,ENSG00000196850,PPTC7,protein phosphatase targeting COQ7,-0.831958811,5.211916442,-6.885715644,0.001106993,0.008611887,-1.263255963
8718,ENSG00000215788,TNFRSF25,TNF receptor superfamily member 25,-0.43705293,3.139597245,-6.797810216,0.001107004,0.008611887,-0.967683281
100271927,ENSG00000170667,RASA4B,RAS p21 protein activator 4B,1.155815546,2.360175014,6.883211418,0.001108795,0.008623458,-0.753977274
10023,ENSG00000165879,FRAT1,FRAT regulator of WNT signaling pathway 1,1.04855578,2.008540027,6.882286239,0.001109462,0.008624117,-0.677079123
5333,ENSG00000187091,PLCD1,phospholipase C delta 1,0.770389955,2.880786769,6.882251015,0.001109488,0.008624117,-0.8850403
6715,ENSG00000145545,SRD5A1,steroid 5 alpha-reductase 1,0.338425212,4.870149272,6.826158437,0.001110825,0.008632146,-1.250826757
55717,ENSG00000120008,WDR11,WD repeat domain 11,-0.534922556,5.444142832,-6.879127162,0.001111743,0.00863692,-1.293214588
5925,ENSG00000139687,RB1,RB transcriptional corepressor 1,-0.622347247,5.264084853,-6.878307179,0.001112336,0.008639162,-1.276674652
374659,ENSG00000184508,HDDC3,HD domain containing 3,1.267647965,4.558331162,6.874857985,0.001114834,0.008656197,-1.184422872
